Name,Type,Level,Race,Attribute,ATK,DEF,Total
Superheavy Samurai Thief,Effect Monster,10.0,Machine,EARTH,1000.0,1000.0,
Apoqliphort Towers,Effect Monster,10.0,Machine,EARTH,3000.0,2600.0,
Holograh,Normal Monster,3.0,Machine,EARTH,1100.0,700.0,
Dark Catapulter,Effect Monster,4.0,Machine,EARTH,1000.0,1500.0,
Junkuriboh,Effect Monster,1.0,Machine,EARTH,300.0,200.0,
Mighty Guard,Normal Monster,4.0,Machine,EARTH,500.0,1200.0,
Night Express Knight,Effect Monster,10.0,Machine,EARTH,3000.0,3000.0,
Geo Genex,Synchro Monster,6.0,Machine,EARTH,1800.0,2800.0,
Toon Ancient Gear Golem,Toon Monster,8.0,Machine,EARTH,3000.0,3000.0,
Expressroid,Effect Monster,4.0,Machine,EARTH,400.0,1600.0,
Superheavy Samurai Gigagloves,Effect Monster,3.0,Machine,EARTH,100.0,1000.0,
Synchron Carrier,Effect Monster,2.0,Machine,EARTH,0.0,1000.0,
Morphtronic Boarden,Effect Monster,3.0,Machine,EARTH,500.0,1800.0,
Scrap Mind Reader,Tuner Monster,1.0,Machine,EARTH,0.0,0.0,
R-Genex Crusher,Effect Monster,2.0,Machine,EARTH,800.0,800.0,
Superheavy Samurai Soulbeads,Effect Monster,1.0,Machine,EARTH,0.0,0.0,
El Shaddoll Shekhinaga,Fusion Monster,10.0,Machine,EARTH,2600.0,3000.0,
Deskbot 005,Pendulum Effect Monster,5.0,Machine,EARTH,500.0,500.0,
Super Defense Robot Lio,Effect Monster,4.0,Machine,EARTH,1200.0,1600.0,
Superheavy Samurai Swordsman,Effect Monster,3.0,Machine,EARTH,1000.0,1800.0,
Chronomaly Mayan Machine,Effect Monster,3.0,Machine,EARTH,1500.0,700.0,
Scrap Breaker,Effect Monster,6.0,Machine,EARTH,2100.0,700.0,
Iron Chain Coil,Tuner Monster,3.0,Machine,EARTH,1100.0,1600.0,
Superheavy Samurai Soulshield Wall,Effect Monster,3.0,Machine,EARTH,1200.0,1200.0,
Needle Soldier,Effect Monster,1.0,Machine,EARTH,100.0,100.0,
Buster Blaster,Union Effect Monster,1.0,Machine,EARTH,0.0,0.0,
Ignition Beast Volcannon,Fusion Monster,6.0,Machine,EARTH,2300.0,1600.0,
Dice Armadillo,Normal Monster,5.0,Machine,EARTH,1650.0,1800.0,
Morphtronic Remoten,Tuner Monster,3.0,Machine,EARTH,300.0,1200.0,
Shreddder,Effect Monster,4.0,Machine,EARTH,1600.0,1000.0,
Steel Ogre Grotto 1,Normal Monster,5.0,Machine,EARTH,1400.0,1800.0,
Toy Knight,Effect Monster,4.0,Machine,EARTH,200.0,1200.0,
Genex Searcher,Effect Monster,4.0,Machine,EARTH,1600.0,400.0,
Genex Army,Effect Monster,6.0,Machine,EARTH,2300.0,1300.0,
Ancient Gear Knight,Gemini Monster,4.0,Machine,EARTH,1800.0,500.0,
Super Roboyarou,Fusion Monster,6.0,Machine,EARTH,1200.0,500.0,
Armoroid,Effect Monster,8.0,Machine,EARTH,2700.0,2000.0,
Machina Gearframe,Union Effect Monster,4.0,Machine,EARTH,1800.0,0.0,
Machina Cannon,Effect Monster,8.0,Machine,EARTH,0.0,2200.0,
Royal Guard,Normal Monster,6.0,Machine,EARTH,1900.0,2200.0,
Quick-Span Knight,Tuner Monster,3.0,Machine,EARTH,1000.0,800.0,
Machina Fortress,Effect Monster,7.0,Machine,EARTH,2500.0,1600.0,
Ancient Gear Howitzer,Fusion Monster,8.0,Machine,EARTH,1000.0,1800.0,
Unicycular,Normal Monster,1.0,Machine,EARTH,100.0,100.0,
Cardcar D,Effect Monster,2.0,Machine,EARTH,800.0,400.0,
Geargiarsenal,Effect Monster,4.0,Machine,EARTH,1500.0,500.0,
Deskbot 003,Effect Monster,3.0,Machine,EARTH,500.0,500.0,
Apoqliphort Skybase,Effect Monster,9.0,Machine,EARTH,2900.0,2500.0,
Superheavy Samurai Soulbang Cannon,Effect Monster,3.0,Machine,EARTH,1000.0,1000.0,
Superheavy Samurai Prepped Defense,Effect Monster,3.0,Machine,EARTH,100.0,2100.0,
Cannon Soldier MK-2,Effect Monster,5.0,Machine,EARTH,1900.0,1200.0,
Morphtronic Smartfon,Tuner Monster,1.0,Machine,EARTH,100.0,100.0,
Morphtronic Staplen,Effect Monster,4.0,Machine,EARTH,1400.0,1000.0,
Superheavy Samurai Soulclaw,Effect Monster,2.0,Machine,EARTH,500.0,500.0,
Super Defense Robot Elephan,Effect Monster,8.0,Machine,EARTH,1400.0,2500.0,
Gear Gigant X,XYZ Monster,4.0,Machine,EARTH,2300.0,1500.0,
Superdreadnought Rail Cannon Gustav Max,XYZ Monster,10.0,Machine,EARTH,3000.0,3000.0,
Ancient Gear Hunting Hound,Effect Monster,3.0,Machine,EARTH,1000.0,1000.0,
Tricular,Effect Monster,3.0,Machine,EARTH,300.0,300.0,
Karakuri Spider,Effect Monster,2.0,Machine,EARTH,400.0,500.0,
Yellow Gadget,Effect Monster,4.0,Machine,EARTH,1200.0,1200.0,
Overdrive,Normal Monster,4.0,Machine,EARTH,1600.0,1500.0,
Superheavy Samurai General Jade,Pendulum Effect Monster,8.0,Machine,EARTH,1800.0,2800.0,
Superheavy Samurai Blue Brawler,Effect Monster,4.0,Machine,EARTH,0.0,2000.0,
Deskbot 004,Effect Monster,4.0,Machine,EARTH,500.0,500.0,
Golgoil,Normal Monster,4.0,Machine,EARTH,900.0,1600.0,
Qliphort Helix,Pendulum Effect Monster,6.0,Machine,EARTH,2400.0,1000.0,
Superheavy Samurai Flutist,Effect Monster,3.0,Machine,EARTH,500.0,1000.0,
Drillroid,Effect Monster,4.0,Machine,EARTH,1600.0,1600.0,
Super Vehicroid - Mobile Base,Fusion Monster,10.0,Machine,EARTH,0.0,5000.0,
Turbo Booster,Effect Monster,1.0,Machine,EARTH,0.0,0.0,
Gimmick Puppet Gear Changer,Effect Monster,1.0,Machine,EARTH,100.0,100.0,
Super Vehicroid Jumbo Drill,Fusion Monster,8.0,Machine,EARTH,3000.0,2000.0,
Ancient Gear Gadget,Effect Monster,4.0,Machine,EARTH,500.0,2000.0,
Giant Mech-Soldier,Normal Monster,6.0,Machine,EARTH,1750.0,1900.0,
Geargiano Mk-III,Effect Monster,3.0,Machine,EARTH,1000.0,1000.0,
Super Robolady,Fusion Monster,6.0,Machine,EARTH,1200.0,500.0,
Mimimic,Effect Monster,3.0,Machine,EARTH,300.0,300.0,
Aye-Iron,Effect Monster,4.0,Machine,EARTH,1600.0,1800.0,
Wind-Up Zenmaister,XYZ Monster,4.0,Machine,EARTH,1900.0,1500.0,
Cycroid,Normal Monster,3.0,Machine,EARTH,800.0,1000.0,
Superheavy Samurai Warlord Susanowo,Synchro Monster,10.0,Machine,EARTH,2400.0,3800.0,
Jumbo Drill,Effect Monster,4.0,Machine,EARTH,1800.0,100.0,
Ancient Gear Reactor Dragon,Effect Monster,9.0,Machine,EARTH,3000.0,3000.0,
Steam Gyroid,Fusion Monster,6.0,Machine,EARTH,2200.0,1600.0,
Frontline Observer,Effect Monster,4.0,Machine,EARTH,1000.0,1500.0,
Malefic Parallel Gear,Tuner Monster,2.0,Machine,DARK,0.0,0.0,
Kozmo DOG Fighter,Effect Monster,6.0,Machine,DARK,2000.0,2400.0,
Gimmick Puppet Humpty Dumpty,Effect Monster,4.0,Machine,DARK,0.0,100.0,
Ally of Justice Cycle Reader,Tuner Monster,3.0,Machine,DARK,1000.0,1000.0,
Red-Eyes Black Metal Dragon,Effect Monster,8.0,Machine,DARK,2800.0,2400.0,
Brave Scizzar,Normal Monster,4.0,Machine,DARK,1300.0,1000.0,
Bowganian,Effect Monster,3.0,Machine,DARK,1300.0,1000.0,
Red-Eyes Black Metal Dragon,Effect Monster,8.0,Machine,DARK,2800.0,2400.0,
Metalzoa,Effect Monster,8.0,Machine,DARK,3000.0,2300.0,
Genex Ally Triarm,Synchro Monster,6.0,Machine,DARK,2400.0,1600.0,
Genex Ally Birdman,Tuner Monster,3.0,Machine,DARK,1400.0,400.0,
"Fusilier Dragon, the Dual-Mode Beast",Effect Monster,7.0,Machine,DARK,2800.0,2000.0,
Chaos Ancient Gear Giant,Fusion Monster,10.0,Machine,DARK,4500.0,3000.0,
Genex Controller,Normal Tuner Monster,3.0,Machine,DARK,1400.0,1200.0,
Megasonic Eye,Normal Monster,5.0,Machine,DARK,1500.0,1800.0,
Kozmo Landwalker,Effect Monster,6.0,Machine,DARK,2400.0,1200.0,
Jinzo 7,Effect Monster,2.0,Machine,DARK,500.0,400.0,
Cyberdarkness Dragon,Fusion Monster,10.0,Machine,DARK,2000.0,2000.0,
Cyber Ouroboros,Effect Monster,2.0,Machine,DARK,100.0,600.0,
Kozmo Dark Eclipser,Effect Monster,9.0,Machine,DARK,3000.0,2600.0,
Toon Barrel Dragon,Toon Monster,7.0,Machine,DARK,2600.0,2200.0,
Genex Ally Duradark,Effect Monster,4.0,Machine,DARK,1800.0,200.0,
Genex Recycled,Tuner Monster,1.0,Machine,DARK,200.0,400.0,
Dimension Jar,Flip Effect Monster,2.0,Machine,DARK,200.0,200.0,
Jinzo - Jector,Effect Monster,4.0,Machine,DARK,800.0,2000.0,
Gimmick Puppet Des Troy,Effect Monster,4.0,Machine,DARK,1200.0,2000.0,
Gimmick Puppet Shadow Feeler,Effect Monster,8.0,Machine,DARK,1000.0,1000.0,
Genex Spare,Tuner Monster,3.0,Machine,DARK,800.0,1200.0,
Ally of Justice Catastor,Synchro Monster,5.0,Machine,DARK,2200.0,1200.0,
Cyber-Stein,Effect Monster,2.0,Machine,DARK,700.0,500.0,
Ally of Justice Nullfier,Effect Monster,4.0,Machine,DARK,1600.0,1200.0,
Darksea Rescue,Effect Monster,1.0,Machine,DARK,0.0,0.0,
Giganto,Normal Monster,5.0,Machine,DARK,1700.0,1800.0,
KA-2 Des Scissors,Effect Monster,4.0,Machine,DARK,1000.0,1000.0,
Genex Ally Crusher,Effect Monster,4.0,Machine,DARK,1000.0,2000.0,
Bokoichi the Freightening Car,Normal Monster,2.0,Machine,DARK,500.0,500.0,
Disk Magician,Normal Monster,4.0,Machine,DARK,1350.0,1000.0,
Shapesnatch,Normal Monster,5.0,Machine,DARK,1200.0,1700.0,
Blowback Dragon,Effect Monster,6.0,Machine,DARK,2300.0,1200.0,
Ally of Justice Garadholg,Effect Monster,4.0,Machine,DARK,1600.0,400.0,
Mechanical Snail,Normal Monster,3.0,Machine,DARK,800.0,1000.0,
Ally of Justice Quarantine,Effect Monster,4.0,Machine,DARK,1700.0,1200.0,
Changer Synchron,Tuner Monster,1.0,Machine,DARK,0.0,0.0,
Blocker,Normal Monster,4.0,Machine,DARK,850.0,1800.0,
Ally of Justice Cosmic Gateway,Effect Monster,8.0,Machine,DARK,2400.0,1200.0,
Blast Sphere,Effect Monster,4.0,Machine,DARK,1400.0,1400.0,
The Big Saturn,Effect Monster,8.0,Machine,DARK,2800.0,2200.0,
Ally of Justice Light Gazer,Synchro Monster,8.0,Machine,DARK,2400.0,1600.0,
Mechanicalchaser,Normal Monster,4.0,Machine,DARK,1850.0,800.0,
Ancient Tool,Normal Monster,5.0,Machine,DARK,1700.0,1400.0,
Yaiba Robo,Normal Monster,4.0,Machine,DARK,1000.0,1300.0,
Gimmick Puppet Twilight Joker,Effect Monster,8.0,Machine,DARK,800.0,1600.0,
Superheavy Samurai Battleball,Tuner Monster,2.0,Machine,DARK,100.0,800.0,
Slot Machine,Normal Monster,7.0,Machine,DARK,2000.0,2300.0,
Cyber Commander,Normal Monster,2.0,Machine,DARK,750.0,700.0,
Robot Buster Destruction Sword,Effect Monster,4.0,Machine,DARK,1600.0,1200.0,
Trifortressops,Effect Monster,6.0,Machine,DARK,1600.0,2800.0,
Ally of Justice Cyclone Creator,Tuner Monster,3.0,Machine,DARK,1400.0,1200.0,
Gearspring Spirit,Effect Monster,8.0,Machine,DARK,100.0,100.0,
Ally of Justice Unknown Crusher,Effect Monster,3.0,Machine,DARK,1200.0,800.0,
Jinzo - Returner,Effect Monster,3.0,Machine,DARK,600.0,1400.0,
Cyber Soldier,Normal Monster,5.0,Machine,DARK,1500.0,1700.0,
D.D. Scout Plane,Effect Monster,2.0,Machine,DARK,800.0,1200.0,
Ally of Justice Enemy Catcher,Effect Monster,6.0,Machine,DARK,1800.0,1800.0,
Ally of Justice Core Destroyer,Effect Monster,3.0,Machine,DARK,1200.0,200.0,
Ally of Justice Thousand Arms,Effect Monster,4.0,Machine,DARK,1700.0,0.0,
Malefic Cyber End Dragon,Effect Monster,10.0,Machine,DARK,4000.0,2800.0,
Cyberdark Dragon,Fusion Monster,8.0,Machine,DARK,1000.0,1000.0,
Cannon Soldier,Effect Monster,4.0,Machine,DARK,1400.0,1300.0,
Genex Ally Volcannon,Effect Monster,4.0,Machine,DARK,1700.0,600.0,
Meklord Army of Wisel,Effect Monster,4.0,Machine,DARK,1800.0,0.0,
Chimeratech Fortress Dragon,Fusion Monster,8.0,Machine,DARK,0.0,0.0,
Pendulum Machine,Normal Monster,6.0,Machine,DARK,1750.0,2000.0,
Genex Ally Axel,Synchro Monster,8.0,Machine,DARK,2600.0,2000.0,
Evilswarm Coppelia,Effect Monster,6.0,Machine,DARK,2450.0,2050.0,
Cyberdark Edge,Effect Monster,4.0,Machine,DARK,800.0,800.0,
Jinzo,Effect Monster,6.0,Machine,DARK,2400.0,1500.0,
Pendulum Machine,Normal Monster,6.0,Machine,DARK,1750.0,2000.0,
Gimmick Puppet Nightmare,Effect Monster,8.0,Machine,DARK,1000.0,2000.0,
Jinzo,Effect Monster,6.0,Machine,DARK,2400.0,1500.0,
Cyberdark Horn,Effect Monster,4.0,Machine,DARK,800.0,800.0,
Gatekeeper,Normal Monster,5.0,Machine,DARK,1500.0,1800.0,
Unknown Synchron,Tuner Monster,1.0,Machine,DARK,0.0,0.0,
Dark Flattop,Synchro Monster,8.0,Machine,DARK,0.0,3000.0,
Timeater,Effect Monster,6.0,Machine,DARK,1900.0,1700.0,
Darksea Float,Effect Monster,1.0,Machine,DARK,0.0,300.0,
Mono Synchron,Tuner Monster,1.0,Machine,DARK,0.0,0.0,
Heavy Mech Support Platform,Union Effect Monster,3.0,Machine,DARK,500.0,500.0,
Genex Ally Chemistrer,Tuner Monster,2.0,Machine,DARK,200.0,500.0,
Ally of Justice Thunder Armor,Effect Monster,8.0,Machine,DARK,2700.0,2200.0,
Dimension Fortress Weapon,Effect Monster,4.0,Machine,DARK,1700.0,200.0,
Genex Ally Changer,Effect Monster,3.0,Machine,DARK,1200.0,1800.0,
Ally of Justice Decisive Armor,Synchro Monster,10.0,Machine,DARK,3300.0,3300.0,
Kozmo Delta Shuttle,Effect Monster,5.0,Machine,DARK,2000.0,2000.0,
Accel Synchron,Synchro Tuner Monster,5.0,Machine,DARK,500.0,2100.0,
Ally of Justice Reverse Break,Effect Monster,4.0,Machine,DARK,1200.0,1200.0,
Black Salvo,Tuner Monster,3.0,Machine,DARK,100.0,1100.0,
Gimmick Puppet Magnet Doll,Effect Monster,8.0,Machine,DARK,1000.0,1000.0,
Cyber Raider,Effect Monster,4.0,Machine,DARK,1400.0,1000.0,
Ally Mind,Normal Tuner Monster,5.0,Machine,DARK,1800.0,1400.0,
Twin-Barrel Dragon,Effect Monster,4.0,Machine,DARK,1700.0,200.0,
Ally of Justice Searcher,Effect Monster,3.0,Machine,DARK,1400.0,100.0,
Jinzo - Lord,Effect Monster,8.0,Machine,DARK,2600.0,1600.0,
Kozmo Dark Destroyer,Effect Monster,8.0,Machine,DARK,3000.0,1800.0,
Ally of Justice Field Marshal,Synchro Monster,9.0,Machine,DARK,2900.0,2600.0,
Ally of Justice Omni-Weapon,Effect Monster,5.0,Machine,DARK,2200.0,800.0,
Genex Ally Remote,Tuner Monster,3.0,Machine,DARK,500.0,1800.0,
Power Tool Mecha Dragon,Synchro Monster,7.0,Machine,DARK,2300.0,2500.0,
Orichalcos Shunoros,Effect Monster,10.0,Machine,DARK,0.0,0.0,
Ally Salvo,Effect Monster,2.0,Machine,DARK,400.0,300.0,
Genex Ally Reliever,Effect Monster,5.0,Machine,DARK,2200.0,1000.0,
Chimeratech Overdragon,Fusion Monster,9.0,Machine,DARK,0.0,0.0,
Gimmick Puppet Scissor Arms,Effect Monster,4.0,Machine,DARK,1200.0,600.0,
Ally of Justice Rudra,Effect Monster,5.0,Machine,DARK,1900.0,1200.0,
Genex Ally Triforce,Synchro Monster,7.0,Machine,DARK,2500.0,2100.0,
Dark Strike Fighter,Synchro Monster,7.0,Machine,DARK,2600.0,1800.0,
Cyber Soldier of Darkworld,Normal Monster,4.0,Machine,DARK,1400.0,1200.0,
Meklord Emperor Wisel,Effect Monster,1.0,Machine,DARK,2500.0,2500.0,
Meklord Astro Dragon Asterisk,Effect Monster,10.0,Machine,DARK,0.0,0.0,
Locomotion R-Genex,Synchro Monster,9.0,Machine,DARK,2500.0,2000.0,
Cyberdark Keel,Effect Monster,4.0,Machine,DARK,800.0,800.0,
Crystron Token,Token,,Machine,,,,
Option Token,Token,,Machine,,,,
Ancient Gear Token,Token,,Machine,,,,
Battle Eagle Token,Token,,Machine,,,,
DOG Fighter Token,Token,,Machine,,,,
Thunder Option Token,Token,,Machine,,,,
Multi Token,Token,,Machine,,,,
Synchron Token,Token,,Machine,,,,
Compass Token,Token,,Machine,,,,
Dora of Fate,Trap Card,,Normal,,,,
Sixth Sense,Trap Card,,Normal,,,,
Tuner's Barrier,Trap Card,,Normal,,,,
Balance of Judgment,Trap Card,,Normal,,,,
Tachyon Chaos Hole,Trap Card,,Normal,,,,
D.D. Trap Hole,Trap Card,,Normal,,,,
House of Adhesive Tape,Trap Card,,Normal,,,,
Automatic Laser,Trap Card,,Normal,,,,
The Terminus of the Burning Abyss,Spell Card,,Normal,,,,
Psychic Feel Zone,Spell Card,,Normal,,,,
Starlight Road,Trap Card,,Normal,,,,
Shadow of Eyes,Trap Card,,Normal,,,,
Delinquent Duo,Spell Card,,Normal,,,,
Sacred Sword of Seven Stars,Spell Card,,Normal,,,,
Token Thanksgiving,Spell Card,,Normal,,,,
Chain Dispel,Trap Card,,Normal,,,,
Utopian Aura,Trap Card,,Normal,,,,
Dragoncarnation,Trap Card,,Normal,,,,
Evo-Force,Spell Card,,Normal,,,,
Rain Storm,Trap Card,,Normal,,,,
Leodrake's Mane,Spell Card,,Normal,,,,
Performapal Revival,Trap Card,,Normal,,,,
U.A. Signing Deal,Spell Card,,Normal,,,,
Wall of Disruption,Trap Card,,Normal,,,,
"Star Light, Star Bright",Spell Card,,Normal,,,,
Light of Judgment,Trap Card,,Normal,,,,
Grave Lure,Trap Card,,Normal,,,,
Abyss Actors Back Stage,Trap Card,,Normal,,,,
Card of Demise,Spell Card,,Normal,,,,
Psychic Reactor,Trap Card,,Normal,,,,
Storming Mirror Force,Trap Card,,Normal,,,,
Amazoness Archers,Trap Card,,Normal,,,,
Junk Puppet,Spell Card,,Normal,,,,
Brilliant Spark,Trap Card,,Normal,,,,
Survival of the Fittest,Trap Card,,Normal,,,,
Ancient Gear Workshop,Spell Card,,Normal,,,,
Pinpoint Guard,Trap Card,,Normal,,,,
Miracle Restoring,Trap Card,,Normal,,,,
Destruction Punch,Trap Card,,Normal,,,,
Scrap Rage,Trap Card,,Normal,,,,
Shield Spear,Trap Card,,Normal,,,,
Black Cat-astrophe,Trap Card,,Normal,,,,
Jurrac Impact,Trap Card,,Normal,,,,
Mustering of the Dark Scorpions,Spell Card,,Normal,,,,
Trap Stun,Trap Card,,Normal,,,,
Hero Barrier,Trap Card,,Normal,,,,
Mask of Weakness,Trap Card,,Normal,,,,
Painful Return,Spell Card,,Normal,,,,
Mirror Force,Trap Card,,Normal,,,,
Nightmare's Steelcage,Spell Card,,Normal,,,,
Shift,Trap Card,,Normal,,,,
Induced Explosion,Trap Card,,Normal,,,,
Goblin Thief,Spell Card,,Normal,,,,
Black-Winged Strafe,Spell Card,,Normal,,,,
Queen's Pawn,Trap Card,,Normal,,,,
Ancient Gear Drill,Spell Card,,Normal,,,,
Pikeru's Second Sight,Trap Card,,Normal,,,,
Self-Destruct Button,Trap Card,,Normal,,,,
Ancient Gear Catapult,Spell Card,,Normal,,,,
Galaxy Expedition,Spell Card,,Normal,,,,
Crush Card Virus,Trap Card,,Normal,,,,
Crush Card Virus,Trap Card,,Normal,,,,
Gottoms' Emergency Call,Trap Card,,Normal,,,,
Fiend's Hand Mirror,Trap Card,,Normal,,,,
Ritual Beast Ambush,Trap Card,,Normal,,,,
Xyz Effect,Trap Card,,Normal,,,,
Gagagawind,Spell Card,,Normal,,,,
Fiery Fervor,Trap Card,,Normal,,,,
Raigeki,Spell Card,,Normal,,,,
Heat Wave,Spell Card,,Normal,,,,
1st Movement Solo,Spell Card,,Normal,,,,
Castle Walls,Trap Card,,Normal,,,,
Rank-Up-Magic - The Seventh One,Spell Card,,Normal,,,,
Call of the Reaper,Trap Card,,Normal,,,,
Dust Tornado,Trap Card,,Normal,,,,
Reasoning,Spell Card,,Normal,,,,
Memory of an Adversary,Trap Card,,Normal,,,,
Confusion Chaff,Trap Card,,Normal,,,,
No Entry!!,Trap Card,,Normal,,,,
Blackback,Trap Card,,Normal,,,,
Harmonic Waves,Spell Card,,Normal,,,,
Waboku,Trap Card,,Normal,,,,
Soul Exchange,Spell Card,,Normal,,,,
Solar Ray,Trap Card,,Normal,,,,
Fish Depth Charge,Trap Card,,Normal,,,,
Union Attack,Spell Card,,Normal,,,,
Fusion Tag,Spell Card,,Normal,,,,
Mispolymerization,Trap Card,,Normal,,,,
Treaty on Uniform Nomenclature,Trap Card,,Normal,,,,
Spellbook of Miracles,Spell Card,,Normal,,,,
Hero Heart,Spell Card,,Normal,,,,
Photon Current,Trap Card,,Normal,,,,
Sinister Seeds,Trap Card,,Normal,,,,
Xyz Xtreme !!,Trap Card,,Normal,,,,
Scrap Crash,Trap Card,,Normal,,,,
Mooyan Curry,Spell Card,,Normal,,,,
Enlightenment,Trap Card,,Normal,,,,
Corrupted Keys,Trap Card,,Normal,,,,
Rank-Up-Magic Skip Force,Spell Card,,Normal,,,,
Interdimensional Warp,Trap Card,,Normal,,,,
Murmur of the Forest,Spell Card,,Normal,,,,
Delta Crow - Anti Reverse,Trap Card,,Normal,,,,
The Flute of Summoning Dragon,Spell Card,,Normal,,,,
Shaddoll Fusion,Spell Card,,Normal,,,,
Reanimation Wave,Trap Card,,Normal,,,,
Exchange,Spell Card,,Normal,,,,
Red-Eyes Spirit,Trap Card,,Normal,,,,
Des Croaking,Spell Card,,Normal,,,,
Tyrant Wing,Trap Card,,Normal,,,,
A Feint Plan,Trap Card,,Normal,,,,
Morphtronic Accelerator,Spell Card,,Normal,,,,
Abyss Script - Rise of the Abyss King,Spell Card,,Normal,,,,
Blackwing - Boobytrap,Trap Card,,Normal,,,,
Survival Instinct,Trap Card,,Normal,,,,
Sage's Stone,Spell Card,,Normal,,,,
Full House,Trap Card,,Normal,,,,
Neutron Blast,Spell Card,,Normal,,,,
Windstorm of Etaqua,Trap Card,,Normal,,,,
Gagagarush,Trap Card,,Normal,,,,
Lumenize,Trap Card,,Normal,,,,
Revoke Fusion,Spell Card,,Normal,,,,
Heroic Retribution Sword,Trap Card,,Normal,,,,
Cards for Black Feathers,Spell Card,,Normal,,,,
Lightforce Sword,Trap Card,,Normal,,,,
Raigeki Break,Trap Card,,Normal,,,,
Crevice Into the Different Dimension,Trap Card,,Normal,,,,
Natural Tune,Spell Card,,Normal,,,,
Ancient Rules,Spell Card,,Normal,,,,
Dark Burning Attack,Spell Card,,Normal,,,,
Pendulum Call,Spell Card,,Normal,,,,
Wattkey,Spell Card,,Normal,,,,
Destruction of Destiny,Trap Card,,Normal,,,,
Dark Hole,Spell Card,,Normal,,,,
Boon of the Meklord Emperor,Spell Card,,Normal,,,,
Malefic Claw Stream,Trap Card,,Normal,,,,
Magic Triangle of the Ice Barrier,Spell Card,,Normal,,,,
"Morphtronics, Scramble!",Trap Card,,Normal,,,,
Abyss Script - Fire Dragon's Lair,Spell Card,,Normal,,,,
Over Capacity,Trap Card,,Normal,,,,
Black Thunder,Trap Card,,Normal,,,,
Evolution Burst,Spell Card,,Normal,,,,
Paleozoic Marrella,Trap Card,,Normal,,,,
Stop Defense,Spell Card,,Normal,,,,
Variety Comes Out,Spell Card,,Normal,,,,
Bujin Regalia - The Jewel,Trap Card,,Normal,,,,
Fruits of Kozaky's Studies,Trap Card,,Normal,,,,
Token Sundae,Spell Card,,Normal,,,,
Trap Hole,Trap Card,,Normal,,,,
Iron Core Immediate Disposal,Spell Card,,Normal,,,,
Against the Wind,Spell Card,,Normal,,,,
Viper's Rebirth,Spell Card,,Normal,,,,
Evo-Branch,Trap Card,,Normal,,,,
Equip Shot,Trap Card,,Normal,,,,
Heroic Chance,Spell Card,,Normal,,,,
Blackboost,Trap Card,,Normal,,,,
Shien's Smoke Signal,Spell Card,,Normal,,,,
Ritual Buster,Trap Card,,Normal,,,,
Adhesion Trap Hole,Trap Card,,Normal,,,,
Parallel World Fusion,Spell Card,,Normal,,,,
Power Capsule,Spell Card,,Normal,,,,
Change of Heart,Spell Card,,Normal,,,,
The Melody of Awakening Dragon,Spell Card,,Normal,,,,
Madolche Lesson,Trap Card,,Normal,,,,
Magic Cylinder,Trap Card,,Normal,,,,
Bounzer Guard,Trap Card,,Normal,,,,
Justi-Break,Trap Card,,Normal,,,,
Contact with the Aquamirror,Spell Card,,Normal,,,,
Call of the Earthbound,Trap Card,,Normal,,,,
Statue of the Wicked,Trap Card,,Normal,,,,
Mesmeric Control,Spell Card,,Normal,,,,
Scarlet Security,Spell Card,,Normal,,,,
Z-ONE,Spell Card,,Normal,,,,
D. Tribe,Trap Card,,Normal,,,,
D - Shield,Trap Card,,Normal,,,,
Shining Hope Road,Spell Card,,Normal,,,,
Icarus Attack,Trap Card,,Normal,,,,
Mystic Probe,Trap Card,,Normal,,,,
Storm,Spell Card,,Normal,,,,
Alchemy Cycle,Trap Card,,Normal,,,,
Assault on GHQ,Trap Card,,Normal,,,,
Torrential Tribute,Trap Card,,Normal,,,,
Stand-Off,Spell Card,,Normal,,,,
A Feather of the Phoenix,Spell Card,,Normal,,,,
Power Frame,Trap Card,,Normal,,,,
Huge Revolution,Trap Card,,Normal,,,,
Chaos Infinity,Trap Card,,Normal,,,,
Ritual Foregone,Spell Card,,Normal,,,,
Nitwit Outwit,Trap Card,,Normal,,,,
Burst Rebirth,Trap Card,,Normal,,,,
Inferno Fire Blast,Spell Card,,Normal,,,,
Trap Dustshoot,Trap Card,,Normal,,,,
Attack and Receive,Trap Card,,Normal,,,,
Purge Ray,Trap Card,,Normal,,,,
Double Trap Hole,Trap Card,,Normal,,,,
Earthbound Revival,Spell Card,,Normal,,,,
Double Dragon Descent,Trap Card,,Normal,,,,
Linear Accelerator Cannon,Spell Card,,Normal,,,,
Ghosts From the Past,Trap Card,,Normal,,,,
Darklord Contact,Spell Card,,Normal,,,,
Tuner Capture,Trap Card,,Normal,,,,
Unicorn Beacon,Spell Card,,Normal,,,,
Pharaoh's Treasure,Trap Card,,Normal,,,,
Constellar Meteor,Trap Card,,Normal,,,,
Meteorain,Trap Card,,Normal,,,,
Guard Go!,Trap Card,,Normal,,,,
Butterspy Protection,Trap Card,,Normal,,,,
Pre-Preparation of Rites,Spell Card,,Normal,,,,
O - Oversoul,Spell Card,,Normal,,,,
Melodious Illusion,Trap Card,,Normal,,,,
Remove Trap,Spell Card,,Normal,,,,
Big Wave Small Wave,Spell Card,,Normal,,,,
The Phantom Knights of Tomb Shield,Trap Card,,Normal,,,,
Advance Draw,Spell Card,,Normal,,,,
Chain Detonation,Trap Card,,Normal,,,,
Infernity Break,Trap Card,,Normal,,,,
