type,title,director,country,date_added,release_year,rating,duration,listed_in,latitude,longitude
Movie,LeapFrog: Numberland,Ron Myrick,United States,4/15/2020,2011,TV-Y,33 min,Movies,37.0902,-95.7129
Movie,LeapFrog: Phonics Farm,Ron Myrick,United States,4/15/2020,2011,TV-Y,35 min,Movies,37.0902,-95.7129
Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,United States,4/15/2020,2011,TV-Y,32 min,Children & Family Movies,37.0902,-95.7129
Movie,Lechmi,B.N. Shajeer Sha,India,8/1/2018,2017,TV-MA,147 min,"Comedies, Horror Movies, International Movies",20.5937,78.9629
Movie,Left Behind,Vic Armstrong,United States,12/26/2018,2014,PG-13,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,United States,1/1/2020,2010,PG,97 min,Children & Family Movies,37.0902,-95.7129
Movie,Legend of the Naga Pearls,Yang Lei,China,3/30/2018,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",35.8617,104.1954
Movie,Legendary Weapons of China,Chia-Liang Liu,Hong Kong,8/16/2018,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies",22.3333,114.1737
Movie,Legion,Scott Stewart,United States,11/1/2019,2010,R,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",Denmark,2/1/2019,2018,TV-Y,1 Season,Kids' TV,55.4926,10.0663
Movie,Secrets of Selfridges,Sam Taplin,United States,4/22/2017,2014,TV-PG,55 min,Documentaries,37.0902,-95.7129
Movie,Leo the Lion,Mario Cambi,United States,12/20/2015,2013,TV-Y7-FV,78 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,"Les Bleus - Une autre histoire de France, 1996-2016","Pascal Blanchard, Sonia Dauger, David Dietz",France,3/15/2017,2016,TV-MA,103 min,"Documentaries, International Movies, Sports Movies",46.6035,1.8883
Movie,Let There Be Light,John Huston,United States,3/31/2017,1946,TV-PG,58 min,"Classic Movies, Documentaries",37.0902,-95.7129
TV Show,Leyla and Mecnun,Onur Ünlü,Turkey,4/15/2017,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",38.9637,35.2433
Movie,Lez Bomb,Jenna Laurenzo,United States,2/7/2019,2018,TV-14,90 min,"Comedies, LGBTQ Movies",37.0902,-95.7129
Movie,Life After Beth,Jeff Baena,United States,7/21/2018,2014,R,89 min,"Comedies, Horror Movies, Independent Movies",37.0902,-95.7129
Movie,Life in the Doghouse,Ron Davis,United States,6/1/2019,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies",37.0902,-95.7129
TV Show,Leo & Tig,Not Given,Pakistan,8/20/2018,2017,TV-Y,1 Season,Kids' TV,30.3753,69.3451
Movie,Lifechanger,Justin McConnell,Canada,5/28/2019,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",56.1304,-106.3468
Movie,Lifeline,Johnnie To,Hong Kong,8/16/2018,1997,TV-14,104 min,"Action & Adventure, International Movies",22.3333,114.1737
Movie,Like Arrows,Kevin Peeples,United States,5/6/2019,2018,TV-PG,99 min,"Dramas, Faith & Spirituality",37.0902,-95.7129
Movie,Like Water for Chocolate,Alfonso Arau,Mexico,11/1/2019,1992,R,105 min,"Classic Movies, Dramas, International Movies",23.6345,-102.5528
Movie,Lila & Eve,Charles Stone III,United States,2/6/2016,2015,R,94 min,"Dramas, Thrillers",37.0902,-95.7129
Movie,Lincoln,Steven Spielberg,United States,2/21/2018,2012,PG-13,150 min,Dramas,37.0902,-95.7129
Movie,Lion's Heart,Karim El Sobky,Egypt,5/9/2019,2013,TV-14,111 min,"Action & Adventure, International Movies",26.8206,30.8028
TV Show,License to Drill: Louisiana,Not Given,Canada,10/2/2019,2014,TV-PG,1 Season,Reality TV,56.1304,-106.3468
Movie,Little Dragon Maiden,Hua Shan,Hong Kong,8/1/2018,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies",22.3333,114.1737
Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,Australia,3/15/2018,2016,TV-Y7,23 min,"Children & Family Movies, Comedies",-25.2744,133.7751
Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,Australia,3/15/2018,2016,TV-Y7,25 min,"Children & Family Movies, Comedies",-25.2744,133.7751
Movie,Little Men,Ira Sachs,United States,1/12/2017,2016,PG,85 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Little Nicky,Steve Brill,United States,12/1/2020,2000,PG-13,90 min,Comedies,37.0902,-95.7129
Movie,Little Sister,Zach Clark,United States,1/14/2017,2016,NR,91 min,"Comedies, Dramas, Independent Movies",37.0902,-95.7129
Movie,Lizzie Borden Took an Ax,Nick Gomez,United States,7/25/2016,2014,TV-14,87 min,Thrillers,37.0902,-95.7129
Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,United States,12/23/2016,2016,PG-13,98 min,Documentaries,37.0902,-95.7129
Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,United Kingdom,1/1/2019,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies",51.5099,-0.118
Movie,Locke,Steven Knight,United Kingdom,7/15/2018,2013,R,85 min,"Dramas, Independent Movies",51.5099,-0.118
Movie,Lockout,"James Mather, Steve Saint Leger",France,5/7/2020,2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",46.6035,1.8883
Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",Mexico,7/30/2017,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",23.6345,-102.5528
Movie,Miss Sharon Jones!,Barbara Kopple,United States,1/7/2017,2015,TV-MA,94 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Logan's Run,Michael Anderson,United States,11/1/2019,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies",37.0902,-95.7129
Movie,Lolita,Stanley Kubrick,United Kingdom,11/1/2019,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies",51.5099,-0.118
TV Show,London Spy,Jakob Verbruggen,United Kingdom,3/31/2017,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",51.5099,-0.118
Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",Canada,11/12/2017,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals",56.1304,-106.3468
Movie,"Look Out, Officer",Sze Yu Lau,Hong Kong,8/16/2018,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies",22.3333,114.1737
Movie,Look Who's Back,David Wnendt,Germany,4/9/2016,2015,NR,116 min,"Comedies, International Movies",51.1657,10.4515
Movie,Lorai: Play to Live,Parambrata Chatterjee,India,9/1/2017,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies",20.5937,78.9629
TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,Colombia,8/1/2018,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",3.2807,-73.5052
Movie,Losing Sight of Shore,Sarah Moshman,United States,5/1/2017,2017,TV-14,92 min,"Documentaries, Sports Movies",37.0902,-95.7129
Movie,Love Dot Com: The Social Experiment,Charneice Fox,United States,2/17/2020,2019,TV-MA,98 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Love In A Puff,Pang Ho-cheung,Hong Kong,8/1/2018,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",22.3333,114.1737
Movie,Love Ni Bhavai,Saandeep Patel,India,5/1/2018,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies",20.5937,78.9629
Movie,Love on Delivery,Stephen Chow,Hong Kong,8/16/2018,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies",22.3333,114.1737
Movie,Love Shot,Steven Fine,United States,7/15/2019,2018,TV-MA,77 min,"Dramas, Thrillers",37.0902,-95.7129
Movie,Love Station,Ahmad Samir Farag,Egypt,4/25/2019,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies",26.8206,30.8028
Movie,Love You... Love You Not,Sridhar Jetty,Indonesia,1/5/2019,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",-1.6325,116.0666
Movie,"Love, Rosie",Christian Ditter,Germany,11/20/2019,2014,R,103 min,"Comedies, International Movies, Romantic Movies",51.1657,10.4515
Movie,LoveTrue,Alma Har'el,United States,5/7/2017,2016,TV-MA,82 min,Documentaries,37.0902,-95.7129
Movie,Loving Annabelle,Katherine Brooks,United States,7/1/2018,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",37.0902,-95.7129
Movie,Loving You,Johnnie To,Hong Kong,8/16/2018,1995,TV-14,79 min,"Dramas, International Movies",22.3333,114.1737
Movie,Lucha: Playing the Impossible,Ana Quiroga,Argentina,7/15/2018,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies",-35.2982,-65.1078
Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",India,11/15/2017,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
Movie,Lupt,Prabhuraj,India,4/5/2019,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers",20.5937,78.9629
Movie,Lusers,Ticoy Rodriguez,Argentina,7/15/2016,2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies",-35.2982,-65.1078
Movie,Ma Chu Ka,Jayan Vannery,India,7/1/2018,2017,TV-14,117 min,"International Movies, Thrillers",20.5937,78.9629
Movie,Maacher Jhol,Pratim D. Gupta,India,1/1/2018,2017,TV-PG,107 min,"Dramas, International Movies",20.5937,78.9629
Movie,Mac & Devin Go to High School,Dylan C. Brown,United States,4/20/2016,2012,R,76 min,Comedies,37.0902,-95.7129
Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,India,10/15/2017,2014,TV-MA,118 min,"Horror Movies, International Movies",20.5937,78.9629
Movie,Mad Max,George Miller,Australia,8/1/2020,1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies",-25.2744,133.7751
Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",United States,11/1/2019,2008,PG-13,99 min,Comedies,37.0902,-95.7129
Movie,Mad Ron's Prevues from Hell,Jim Monaco,United States,11/1/2010,1987,NR,84 min,"Cult Movies, Horror Movies",37.0902,-95.7129
Movie,Mad World,Chun Wong,Hong Kong,9/20/2018,2016,TV-MA,102 min,"Dramas, International Movies",22.3333,114.1737
Movie,Madaari,Nishikant Kamat,India,2/17/2017,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Maddman: The Steve Madden Story,Ben Patterson,United States,1/1/2018,2017,TV-MA,78 min,Documentaries,37.0902,-95.7129
Movie,Madre,Aaron Burns,Chile,8/26/2017,2016,TV-MA,95 min,"International Movies, Thrillers",-26.795,-70.328
TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,Italy,3/31/2019,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",43.1117,12.2706
Movie,Magic Snowflake,Luc Vinciguerra,France,12/20/2015,2013,TV-Y,73 min,Children & Family Movies,46.6035,1.8883
Movie,Magnetic,Thierry Donard,France,6/12/2020,2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies",46.6035,1.8883
Movie,Magnus,Benjamin Ree,Norway,2/22/2017,2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies",61.898,9.4043
Movie,Mahabharat,Amaan Khan,India,8/1/2018,2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies",20.5937,78.9629
Movie,Mahjong Heroes,Li Pei-Chuan,Hong Kong,8/16/2018,1981,TV-PG,92 min,"Comedies, International Movies",22.3333,114.1737
Movie,Maine Pyaar Kyun Kiya,David Dhawan,India,12/31/2019,2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals",20.5937,78.9629
Movie,Maine Pyar Kiya,Sooraj R. Barjatya,India,1/1/2018,1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",20.5937,78.9629
Movie,Mala Kahich Problem Nahi,Sameer Vidwans,India,11/15/2018,2017,TV-PG,132 min,"Dramas, International Movies",20.5937,78.9629
Movie,Malicious,Michael Winnick,United States,2/1/2019,2018,TV-MA,91 min,Horror Movies,37.0902,-95.7129
Movie,Man of Tai Chi,Keanu Reeves,United States,7/26/2018,2013,R,105 min,"Action & Adventure, Dramas",37.0902,-95.7129
Movie,Man Up,Ben Palmer,United Kingdom,9/4/2018,2015,R,88 min,"Comedies, International Movies, Romantic Movies",51.5099,-0.118
Movie,Mandi,Shyam Benegal,India,1/1/2020,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Mandobasar Galpo,Tathagata Banerjee,India,4/1/2018,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
Movie,Manglehorn,David Gordon Green,United States,4/16/2017,2014,PG-13,97 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Mango Dreams,John Upchurch,United States,3/15/2018,2016,TV-14,92 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Manhattan Romance,Tom O'Brien,United States,9/8/2017,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",37.0902,-95.7129
Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,United Kingdom,1/15/2018,2017,TV-MA,89 min,"Documentaries, International Movies",51.5099,-0.118
Movie,Mansfield Park,Patricia Rozema,United Kingdom,1/1/2020,1999,PG-13,112 min,"Comedies, Dramas, International Movies",51.5099,-0.118
Movie,Mantostaan,Rahat Kazmi,India,12/15/2017,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Mantra,Nicholas Kharkongor,India,12/15/2017,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Mara,Clive Tonge,United Kingdom,1/5/2019,2017,TV-MA,99 min,"Horror Movies, Thrillers",51.5099,-0.118
Movie,Marauders,Steven C. Miller,Canada,12/1/2020,2016,R,107 min,Action & Adventure,56.1304,-106.3468
Movie,Maroon,Pulkit,India,2/1/2017,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
TV Show,Mars,Everardo Gout,United States,11/1/2019,2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",37.0902,-95.7129
Movie,Martial Arts of Shaolin,Chia-Liang Liu,Hong Kong,8/16/2018,1986,R,90 min,"Action & Adventure, International Movies",22.3333,114.1737
Movie,Martin Lawrence Live: Runteldat,David Raynr,United States,12/1/2019,2002,R,104 min,Stand-Up Comedy,37.0902,-95.7129
Movie,Martin Luther: The Idea that Changed the World,David Batty,United States,1/1/2018,2017,TV-PG,55 min,"Documentaries, Faith & Spirituality",37.0902,-95.7129
Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,India,3/15/2018,2016,TV-14,83 min,"Documentaries, International Movies",20.5937,78.9629
Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski",United States,2/16/2014,2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,Japan,7/17/2018,2017,PG,103 min,"Anime Features, Children & Family Movies",36.2048,138.2529
Movie,Mary Poppins Returns,Rob Marshall,United States,7/9/2019,2018,PG,131 min,"Children & Family Movies, Music & Musicals",37.0902,-95.7129
Movie,Masoom,Shekhar Kapur,India,12/31/2019,1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Master,Ui-seok Jo,South Korea,2/1/2018,2016,NR,143 min,"Action & Adventure, International Movies",35.9078,127.7669
Movie,Mater,Pablo D'Alo Abba,Argentina,8/1/2018,2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies",-35.2982,-65.1078
Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale",India,2/15/2018,2006,TV-14,132 min,"Comedies, Dramas, International Movies",20.5937,78.9629
Movie,Max Rose,Daniel Noah,United States,1/15/2017,2013,TV-14,84 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,May We Chat,Philip Yung,Hong Kong,8/26/2018,2014,TV-MA,99 min,"Dramas, International Movies",22.3333,114.1737
Movie,May You Prosper,"Hassan Hegazy, Shady Ali",Egypt,7/20/2019,2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals",26.8206,30.8028
Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack",United States,5/1/2017,2016,TV-PG,114 min,Documentaries,37.0902,-95.7129
Movie,Maynard,Samuel D. Pollard,United States,9/2/2018,2017,TV-PG,100 min,Documentaries,37.0902,-95.7129
Movie,Maza Pati Karodpati,Sachin,India,1/1/2018,1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",20.5937,78.9629
Movie,Me and the Alien,Jesús Magaña Vázquez,Mexico,2/14/2017,2016,TV-MA,83 min,"Comedies, Dramas, International Movies",23.6345,-102.5528
Movie,Mean Dreams,Nathan Morlando,Canada,7/1/2019,2016,R,105 min,"Dramas, Independent Movies, Thrillers",56.1304,-106.3468
Movie,Mean Streets,Martin Scorsese,United States,7/1/2019,1973,R,112 min,"Classic Movies, Dramas, Independent Movies",37.0902,-95.7129
Movie,Meditation Park,Mina Shum,Canada,3/9/2018,2017,TV-PG,94 min,Dramas,56.1304,-106.3468
Movie,Medium,Jacek Koprowicz,Poland,10/1/2019,1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers",52.9623,18.7625
Movie,Meet the Trumps: From Immigrant to President,"Paul Berczeller, Mark Radice",United Kingdom,10/25/2017,2017,TV-14,48 min,Documentaries,51.5099,-0.118
Movie,Melle,Binu Ulahhannan,India,8/1/2018,2017,TV-PG,110 min,"Dramas, International Movies, Romantic Movies",20.5937,78.9629
Movie,Melvin Goes to Dinner,Bob Odenkirk,United States,7/1/2018,2003,R,84 min,"Comedies, Dramas, Independent Movies",37.0902,-95.7129
Movie,Memoir of a Murderer,Shin-yeon Won,South Korea,2/19/2018,2017,TV-MA,118 min,"Dramas, International Movies, Thrillers",35.9078,127.7669
Movie,Memory Games,"Janet Tobias, Claus Wehlisch",Germany,6/19/2019,2018,TV-14,86 min,Documentaries,51.1657,10.4515
Movie,Men in Black,Barry Sonnenfeld,United States,10/19/2019,1997,PG-13,98 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Men in Black II,Barry Sonnenfeld,United States,10/1/2019,2002,PG-13,88 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Menorca,John Barnard,Canada,8/27/2017,2016,TV-MA,81 min,"Dramas, Independent Movies",56.1304,-106.3468
Movie,Merantau,Gareth Evans,Indonesia,2/13/2019,2009,R,112 min,"Action & Adventure, Dramas, International Movies",-1.6325,116.0666
Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Nigeria,9/21/2019,2018,TV-MA,106 min,"Comedies, International Movies",9.082,8.6753
Movie,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,India,1/1/2018,2009,TV-14,148 min,"Comedies, International Movies, Sci-Fi & Fantasy",20.5937,78.9629
Movie,MI-5,Bharat Nalluri,United Kingdom,8/1/2019,2015,R,105 min,"Action & Adventure, Dramas, International Movies",51.5099,-0.118
Movie,Middle School: The Worst Years of My Life,Steve Carr,United States,3/3/2019,2016,PG,92 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Midnight Special,Jeff Nichols,United States,9/7/2020,2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy",37.0902,-95.7129
Movie,Milk,Gus Van Sant,United States,2/16/2017,2008,R,128 min,"Dramas, Independent Movies, LGBTQ Movies",37.0902,-95.7129
Movie,Minnaminugu the FireFly,Anil Thomas,India,8/1/2018,2017,TV-14,128 min,"Dramas, International Movies",20.5937,78.9629
Movie,Miracle,Gavin O'Connor,Canada,6/1/2018,2004,PG,136 min,"Children & Family Movies, Dramas, Sports Movies",56.1304,-106.3468
Movie,Mirror Mirror,Tarsem Singh,United States,4/24/2020,2012,PG,106 min,"Children & Family Movies, Comedies",37.0902,-95.7129
Movie,Mirzya,Rakeysh Omprakash Mehra,India,2/20/2017,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals",20.5937,78.9629
Movie,Miss Hokusai,Keiichi Hara,Japan,10/1/2017,2015,PG-13,90 min,Anime Features,36.2048,138.2529
Movie,Miss Julie,Liv Ullmann,Norway,9/2/2015,2014,PG-13,130 min,"Dramas, International Movies",61.898,9.4043
Movie,Miss Me This Christmas,Kenny Young,United States,12/19/2017,2017,TV-14,85 min,Romantic Movies,37.0902,-95.7129
Movie,Miss Representation,Jennifer Siebel Newsom,United States,10/20/2017,2011,NR,90 min,Documentaries,37.0902,-95.7129
Movie,Miss Stevens,Julia Hart,United States,12/19/2016,2016,NR,86 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Mission Control: The Unsung Heroes of Apollo,David Fairhead,United States,8/13/2017,2017,TV-14,100 min,Documentaries,37.0902,-95.7129
Movie,Mission of Honor,David Blair,United Kingdom,7/29/2019,2018,TV-MA,107 min,"Action & Adventure, Dramas",51.5099,-0.118
Movie,Mission: Destroy Love,Osman Ali,Malaysia,8/7/2017,2014,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",5.2503,101.9543
Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,7/26/2018,2015,R,109 min,"Dramas, Independent Movies",37.0902,-95.7129
Movie,Moh Maya Money,Munish Bhardwaj,India,5/1/2017,2016,TV-MA,109 min,"Dramas, Independent Movies, International Movies",20.5937,78.9629
Movie,Mohawk,Ted Geoghegan,United States,6/30/2018,2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies",37.0902,-95.7129
Movie,Mojave,William Monahan,United States,7/26/2018,2015,R,93 min,"Dramas, Independent Movies, Thrillers",37.0902,-95.7129
Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,9/1/2019,2019,TV-14,100 min,"Dramas, International Movies",9.082,8.6753
Movie,Molly's Game,Aaron Sorkin,China,4/1/2020,2017,R,141 min,Dramas,35.8617,104.1954
Movie,Mona Lisa Smile,Mike Newell,United States,1/1/2019,2003,PG-13,119 min,Dramas,37.0902,-95.7129
Movie,Money,Martin Rosete,United States,10/15/2017,2016,R,84 min,Thrillers,37.0902,-95.7129
Movie,Money Talks,Brett Ratner,United States,11/1/2019,1997,R,96 min,"Action & Adventure, Comedies",37.0902,-95.7129
Movie,Monkey Up,Robert Vince,Canada,3/19/2016,2016,PG,83 min,"Children & Family Movies, Comedies",56.1304,-106.3468
Movie,Monopoly (The Bank Of Luck),Ahmed El Gendy,Egypt,6/15/2019,2017,TV-MA,117 min,"Comedies, International Movies",26.8206,30.8028
Movie,Monster Family,Holger Tappe,Germany,4/4/2018,2017,PG,93 min,Children & Family Movies,51.1657,10.4515
Movie,Monster High 13 Wishes,Steve Sacks,United States,3/1/2018,2013,TV-Y7,73 min,Children & Family Movies,37.0902,-95.7129
TV Show,Momo Salon,Not Given,South Korea,7/1/2017,2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",35.9078,127.7669
Movie,"Monster High: Boo York, Boo York",William Lau,United States,9/29/2015,2015,TV-Y7,72 min,"Children & Family Movies, Music & Musicals",37.0902,-95.7129
Movie,Monster High: Escape from Skull Shores,"Steve Ball, Andrew Duncan",United States,1/1/2018,2012,TV-Y7,46 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Freaky Fusion,"William Lau, Sylvain Blais",United States,1/30/2018,2014,TV-Y7,74 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Friday Night Frights,Dustin McKenzie,United States,1/1/2018,2013,TV-Y7,46 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Fright On!,"Victor Dal Chele, Alfred Gimeno",United States,1/1/2018,2011,TV-Y7,46 min,Children & Family Movies,37.0902,-95.7129
Movie,"Monster High: Frights, Camera, Action!",William Lau,United States,1/1/2018,2014,TV-Y7,74 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Ghouls Rule,"Mike Fetterly, Steve Sacks",United States,3/1/2018,2012,TV-Y7,71 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Great Scarrier Reef,William Lau,United States,10/1/2017,2016,TV-Y7,72 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Haunted,"Dan Fraga, William Lau",United States,3/24/2018,2015,TV-Y7,76 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: New Ghoul at School,"Audu Paden, Eric Radomski",United States,10/1/2017,2010,TV-Y7,23 min,Children & Family Movies,37.0902,-95.7129
Movie,"Monster High: Scaris, City of Frights","Dustin McKenzie, Andrew Duncan, Audu Paden",United States,7/7/2015,2013,TV-G,60 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster High: Why Do Ghouls Fall in Love?,"Dustin McKenzie, Steve Sacks",United States,1/1/2018,2013,TV-Y7,46 min,Children & Family Movies,37.0902,-95.7129
Movie,Monster-in-Law,Robert Luketic,United States,1/1/2020,2005,PG-13,101 min,"Comedies, Romantic Movies",37.0902,-95.7129
TV Show,Monty Don's French Gardens,Rachel Bell,United Kingdom,7/26/2019,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",51.5099,-0.118
Movie,Moon,Duncan Jones,United Kingdom,1/1/2020,2009,R,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",51.5099,-0.118
Movie,Moonlight,Barry Jenkins,United States,5/21/2019,2016,R,111 min,"Dramas, Independent Movies, LGBTQ Movies",37.0902,-95.7129
Movie,Moonwalkers,Antoine Bardou-Jacquet,France,9/8/2017,2015,R,96 min,"Action & Adventure, Comedies, International Movies",46.6035,1.8883
Movie,Moor,Jami,Pakistan,11/1/2017,2015,TV-14,135 min,"Dramas, Independent Movies, International Movies",30.3753,69.3451
Movie,Morris from America,Chad Hartigan,Germany,11/1/2018,2016,R,91 min,"Dramas, Independent Movies, International Movies",51.1657,10.4515
Movie,Mortified Nation,Michael Mayer,United States,2/1/2018,2013,TV-MA,84 min,Documentaries,37.0902,-95.7129
Movie,Morya,Avadhoot Gupte,India,2/15/2018,2011,TV-14,121 min,"Dramas, International Movies",20.5937,78.9629
Movie,Motu Patlu: King of Kings,Suhas Kadav,India,7/6/2017,2016,TV-Y7-FV,109 min,"Children & Family Movies, Comedies",20.5937,78.9629
Movie,Mountain,Jennifer Peedom,Australia,10/1/2018,2017,PG,74 min,"Action & Adventure, Documentaries, International Movies",-25.2744,133.7751
Movie,Movie 43,"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn",United States,4/9/2019,2013,R,94 min,Comedies,37.0902,-95.7129
Movie,Mr. Church,Bruce Beresford,United States,12/22/2018,2016,PG-13,105 min,Dramas,37.0902,-95.7129
Movie,Mr. Deeds,Steve Brill,United States,8/1/2020,2002,PG-13,97 min,"Comedies, Romantic Movies",37.0902,-95.7129
Movie,Mr. Gaga: A True Story of Love and Dance,Tomer Heymann,Israel,6/15/2017,2015,TV-14,102 min,"Documentaries, International Movies",30.9813,34.8616
Movie,Mr. Virgin,Anthony Chan,Hong Kong,8/16/2018,1984,TV-14,86 min,"Comedies, Dramas, International Movies",22.3333,114.1737
Movie,Mr. Woodcock,Craig Gillespie,United States,9/1/2019,2007,PG-13,88 min,Comedies,37.0902,-95.7129
Movie,Ms. Mammy,Wael Ihsan,Egypt,6/6/2019,2012,TV-14,90 min,"Comedies, International Movies",26.8206,30.8028
